zipcode,district,location,age,m2,rooms,energie,rent
20249,Eppendorf,gut,1943,62,3,G,10.31
20249,Eppendorf,gut,1985,56,2,D,12.9
20249,Eppendorf,gut,2018,149,5,A,19.08
20249,Eppendorf,gut,1981,99,4,D,9.65
20249,Eppendorf,gut,1932,142,5,G,12.33
20249,Eppendorf,gut,1948,97,4,G,12.21
20249,Eppendorf,gut,1990,176,6,D,11.43
20249,Eppendorf,gut,2011,81,3,B,15.18
20249,Eppendorf,gut,1947,129,5,G,10.32
20249,Eppendorf,gut,1990,33,1,D,11.84
20249,Eppendorf,gut,1932,166,6,G,12.79
20249,Eppendorf,gut,1911,66,3,G,14.01
20249,Eppendorf,gut,2020,76,3,A,16.54
20249,Eppendorf,gut,1993,202,6,C,10.71
20249,Eppendorf,gut,1982,24,1,D,10.83
20249,Eppendorf,gut,2018,193,6,A,21.77
20249,Eppendorf,gut,1993,63,3,C,8.57
20249,Eppendorf,gut,2000,54,2,C,10.03
20249,Eppendorf,gut,1972,190,6,E,13.19
20249,Eppendorf,gut,1996,73,3,C,10.17
20249,Eppendorf,gut,1955,148,5,G,13.56
20249,Eppendorf,gut,1968,183,6,E,11.08
20249,Eppendorf,gut,2019,116,4,A,14.48
20249,Eppendorf,gut,1982,105,4,D,10.08
20249,Eppendorf,gut,1941,38,1,G,11.32
20249,Eppendorf,gut,2013,119,4,B,15.24
20249,Eppendorf,gut,1962,158,5,F,10.1
20249,Eppendorf,gut,1980,178,6,D,14.25
20249,Eppendorf,gut,1922,119,4,G,11.96
20249,Eppendorf,gut,1957,176,6,F,14.02
20249,Eppendorf,gut,1992,25,1,D,12.48
20249,Eppendorf,gut,2021,108,4,A,16.18
20249,Eppendorf,gut,2018,123,4,A,15.67
20249,Eppendorf,gut,2004,148,5,C,12.71
20249,Eppendorf,gut,2021,92,4,A,13.19
20249,Eppendorf,gut,1933,206,6,G,13.24
20249,Eppendorf,gut,1949,181,6,G,14.01
20249,Eppendorf,gut,1936,57,2,G,9.5
20249,Eppendorf,gut,1982,196,6,D,12.18
20249,Eppendorf,gut,1974,185,6,D,12.35
20249,Eppendorf,gut,1984,124,4,D,13.76
20249,Eppendorf,gut,1959,187,6,F,14.53
20249,Eppendorf,gut,1949,112,4,G,12.52
20249,Eppendorf,gut,1930,160,5,G,13.34
20249,Eppendorf,gut,1937,19,1,G,12.66
20249,Eppendorf,gut,1976,58,2,D,11.41
20249,Eppendorf,gut,1957,112,4,F,9.76
20249,Eppendorf,gut,1947,128,5,G,13.66
20249,Eppendorf,gut,1952,154,5,G,14.71
20249,Eppendorf,gut,1924,108,4,G,11.65
20249,Eppendorf,gut,1977,45,2,D,10.58
20249,Eppendorf,gut,1999,34,1,C,12.06
20249,Eppendorf,gut,1943,156,5,G,11.01
20249,Eppendorf,gut,1920,97,4,G,12.94
20249,Eppendorf,gut,1951,176,6,G,13.33
20249,Eppendorf,gut,1970,43,2,E,10.84
20249,Eppendorf,gut,1934,161,6,G,12.91
20249,Eppendorf,gut,1933,93,4,G,11.3
20249,Eppendorf,gut,1977,37,1,D,12.82
20249,Eppendorf,gut,2017,36,1,A,18.54
20249,Eppendorf,gut,1935,31,1,G,11.76
20249,Eppendorf,gut,1963,24,1,F,12.62
20249,Eppendorf,gut,1973,188,6,D,10.63
20249,Eppendorf,gut,1988,46,2,D,11.77
20249,Eppendorf,gut,1925,176,6,G,10.94
20249,Eppendorf,gut,1976,23,1,D,8.75
20249,Eppendorf,gut,2005,141,5,C,12.81
20249,Eppendorf,gut,1994,41,2,C,10.3
20249,Eppendorf,gut,1996,88,4,C,12.16
20249,Eppendorf,gut,1980,191,6,D,11.1
20249,Eppendorf,gut,1950,188,6,G,13.06
20249,Eppendorf,gut,2005,60,3,C,13.48
20249,Eppendorf,gut,1985,28,1,D,10.66
20249,Eppendorf,gut,2007,44,2,C,12.23
20249,Eppendorf,gut,1972,161,6,E,10.29
20249,Eppendorf,gut,1935,139,5,G,11.64
20251,Alsterdorf,normal,2014,78,3,B,11.05
20251,Alsterdorf,normal,1970,167,6,E,6.42
20251,Alsterdorf,normal,1955,179,6,G,10.21
20251,Alsterdorf,normal,1945,49,2,G,9.84
20251,Alsterdorf,normal,1936,74,3,G,10.75
20251,Alsterdorf,normal,1971,31,1,E,11.4
20251,Alsterdorf,normal,1993,186,6,C,8.5
20251,Alsterdorf,normal,1999,194,6,C,13.02
20251,Alsterdorf,normal,1920,186,6,G,7.18
20251,Alsterdorf,normal,1982,122,4,D,8.48
20251,Alsterdorf,normal,1948,164,6,G,7.66
20251,Alsterdorf,normal,2004,208,6,C,12.99
20251,Alsterdorf,normal,1942,116,4,G,9.27
20251,Alsterdorf,normal,1923,188,6,G,7.46
20251,Alsterdorf,normal,1922,89,4,G,9.48
20251,Alsterdorf,normal,1962,165,6,F,8.64
20251,Alsterdorf,normal,1931,164,6,G,9.27
20251,Alsterdorf,normal,1995,120,4,C,14.22
20251,Alsterdorf,normal,2016,149,5,A,16.03
20251,Alsterdorf,normal,1941,211,6,G,8.49
20251,Alsterdorf,normal,1956,31,1,F,8.59
20251,Alsterdorf,normal,1933,47,2,G,7.85
20251,Alsterdorf,normal,1989,139,5,D,9.11
20251,Alsterdorf,normal,1952,154,5,G,9.94
20251,Alsterdorf,normal,1935,19,1,G,9.17
20251,Alsterdorf,normal,1968,175,6,E,5.92
20251,Alsterdorf,normal,1963,106,4,F,8.31
20251,Alsterdorf,normal,1992,88,4,D,7.81
20251,Alsterdorf,normal,1975,128,5,D,6.53
20251,Alsterdorf,normal,2019,219,6,A,12.38
20251,Alsterdorf,normal,2006,61,3,C,8.56
20251,Alsterdorf,normal,1969,55,2,E,6.74
20251,Alsterdorf,normal,1913,161,6,G,10.91
20251,Alsterdorf,normal,1973,75,3,D,6.47
20251,Alsterdorf,normal,1928,219,6,G,8.77
20251,Alsterdorf,normal,1948,213,6,G,7.75
20251,Alsterdorf,normal,2000,18,1,C,11.51
20251,Alsterdorf,normal,1962,125,5,F,9.55
20251,Alsterdorf,normal,2001,140,5,C,12.04
20251,Alsterdorf,normal,2022,146,5,A,16.05
20251,Alsterdorf,normal,2003,162,6,C,11.68
20251,Alsterdorf,normal,1976,51,2,D,6.39
20251,Alsterdorf,normal,1937,148,5,G,8.0
20251,Alsterdorf,normal,1910,21,1,G,13.1
20251,Alsterdorf,normal,1959,108,4,F,8.12
20251,Alsterdorf,normal,1926,204,6,G,7.05
20251,Alsterdorf,normal,2007,190,6,C,14.08
20251,Alsterdorf,normal,1979,121,4,D,8.4
20251,Alsterdorf,normal,1959,39,1,F,7.68
20251,Alsterdorf,normal,2012,138,5,B,14.75
20251,Alsterdorf,normal,1991,156,5,D,8.37
20251,Alsterdorf,normal,1993,138,5,C,9.42
20251,Alsterdorf,normal,2010,179,6,B,9.03
20251,Alsterdorf,normal,2007,163,6,C,14.47
20251,Alsterdorf,normal,1911,123,4,G,8.92
20251,Alsterdorf,normal,2022,178,6,A,15.72
20251,Alsterdorf,normal,1950,207,6,G,8.26
20251,Alsterdorf,normal,1936,178,6,G,8.29
20251,Alsterdorf,normal,2000,170,6,C,11.88
20251,Alsterdorf,normal,2004,174,6,C,12.84
20251,Alsterdorf,normal,2014,154,5,B,11.85
20251,Alsterdorf,normal,1927,204,6,G,8.86
20251,Alsterdorf,normal,1980,181,6,D,9.23
20251,Alsterdorf,normal,1971,208,6,E,6.37
20251,Alsterdorf,normal,1912,102,4,G,8.27
20251,Alsterdorf,normal,1944,65,3,G,8.04
20251,Alsterdorf,normal,1973,119,4,D,5.96
20251,Alsterdorf,normal,2018,185,6,A,11.92
20251,Alsterdorf,normal,2013,177,6,B,11.98
20251,Alsterdorf,normal,1982,186,6,D,8.32
20251,Alsterdorf,normal,2020,210,6,A,15.52
20251,Alsterdorf,normal,1992,150,5,D,8.62
20251,Alsterdorf,normal,1964,49,2,F,8.4
20251,Alsterdorf,normal,1915,103,4,G,8.69
20251,Alsterdorf,normal,1954,71,3,G,7.67
20251,Alsterdorf,normal,2008,109,4,C,10.6
20251,Alsterdorf,normal,1936,51,2,G,9.27
20251,Alsterdorf,normal,1957,132,5,F,8.26
20251,Alsterdorf,normal,2015,117,4,B,12.32
20251,Alsterdorf,normal,1967,130,5,E,9.56
20251,Alsterdorf,normal,2014,40,2,B,14.93
20251,Alsterdorf,normal,1954,136,5,G,9.4
20251,Alsterdorf,normal,1987,49,2,D,7.47
20251,Alsterdorf,normal,1928,142,5,G,8.21
20251,Alsterdorf,normal,2015,23,1,B,15.6
20251,Alsterdorf,normal,1915,222,6,G,9.28
20251,Alsterdorf,normal,1991,109,4,D,9.68
20251,Alsterdorf,normal,1971,116,4,E,6.55
20251,Alsterdorf,normal,1956,118,4,F,10.67
20251,Alsterdorf,normal,1980,152,5,D,9.63
20251,Alsterdorf,normal,1978,102,4,D,7.29
20251,Alsterdorf,normal,1990,67,3,D,8.13
20251,Alsterdorf,normal,1972,221,6,E,5.79
20251,Alsterdorf,normal,1954,211,6,G,10.22
20251,Alsterdorf,normal,2012,38,1,B,14.31
20251,Alsterdorf,normal,1940,15,1,G,11.37
20251,Alsterdorf,normal,1986,32,1,D,11.53
20251,Alsterdorf,normal,1932,201,6,G,8.62
20251,Alsterdorf,normal,2011,174,6,B,13.22
20251,Alsterdorf,normal,1912,31,1,G,13.51
20251,Alsterdorf,normal,1974,174,6,D,6.12
20251,Alsterdorf,normal,1927,76,3,G,9.81
20251,Alsterdorf,normal,1917,145,5,G,8.93
20251,Alsterdorf,normal,1934,86,3,G,7.64
20251,Alsterdorf,normal,1944,40,2,G,11.14
20251,Alsterdorf,normal,1911,135,5,G,10.29
20251,Alsterdorf,normal,1940,133,5,G,7.73
20251,Alsterdorf,normal,1988,109,4,D,7.74
20251,Alsterdorf,normal,1946,102,4,G,8.5
20251,Alsterdorf,normal,2020,99,4,A,11.97
20251,Alsterdorf,normal,1985,47,2,D,10.88
20251,Alsterdorf,normal,2011,192,6,B,13.9
20251,Alsterdorf,normal,1912,126,5,G,10.92
20251,Alsterdorf,normal,2013,221,6,B,10.99
20251,Alsterdorf,normal,2023,148,5,A,16.18
20251,Alsterdorf,normal,1940,155,5,G,7.4
20253,Eimsbüttel,normal,1914,150,5,G,10.57
20253,Eimsbüttel,normal,1954,38,1,G,9.2
20253,Eimsbüttel,normal,1990,92,4,D,9.56
20253,Eimsbüttel,normal,1949,25,1,G,9.62
20253,Eimsbüttel,normal,1933,35,1,G,10.57
20253,Eimsbüttel,normal,2022,187,6,A,14.66
20253,Eimsbüttel,normal,2016,160,5,A,15.8
20253,Eimsbüttel,normal,1937,60,3,G,10.28
20253,Eimsbüttel,normal,1949,153,5,G,8.91
20253,Eimsbüttel,normal,1959,140,5,F,10.32
20253,Eimsbüttel,normal,1914,140,5,G,10.65
20253,Eimsbüttel,normal,1981,32,1,D,10.37
20253,Eimsbüttel,normal,1948,101,4,G,9.41
20253,Eimsbüttel,normal,2000,122,4,C,9.58
20253,Eimsbüttel,normal,2004,24,1,C,14.68
20253,Eimsbüttel,normal,1928,188,6,G,8.73
20253,Eimsbüttel,normal,2014,114,4,B,13.33
20253,Eimsbüttel,normal,1924,197,6,G,8.29
20253,Eimsbüttel,normal,1921,37,1,G,9.43
20253,Eimsbüttel,normal,1969,51,2,E,8.13
20253,Eimsbüttel,normal,2004,219,6,C,9.67
20253,Eimsbüttel,normal,1977,145,5,D,5.93
20253,Eimsbüttel,normal,1956,195,6,F,7.82
20253,Eimsbüttel,normal,1989,212,6,D,7.35
20253,Eimsbüttel,normal,1916,33,1,G,10.11
20253,Eimsbüttel,normal,1995,216,6,C,11.87
20253,Eimsbüttel,normal,1955,26,1,G,8.89
20253,Eimsbüttel,normal,1998,32,1,C,12.06
20253,Eimsbüttel,normal,2008,19,1,C,12.16
20253,Eimsbüttel,normal,1951,186,6,G,9.17
20253,Eimsbüttel,normal,2002,221,6,C,9.06
20253,Eimsbüttel,normal,1959,41,2,F,8.03
20253,Eimsbüttel,normal,1924,15,1,G,9.37
20253,Eimsbüttel,normal,2021,197,6,A,16.08
20253,Eimsbüttel,normal,1953,212,6,G,7.24
20253,Eimsbüttel,normal,2001,82,3,C,8.86
20253,Eimsbüttel,normal,1970,75,3,E,6.81
20253,Eimsbüttel,normal,1967,114,4,E,7.23
20253,Eimsbüttel,normal,1982,121,4,D,8.42
20253,Eimsbüttel,normal,1965,85,3,F,7.13
20253,Eimsbüttel,normal,1943,189,6,G,7.05
20253,Eimsbüttel,normal,1957,167,6,F,9.17
20253,Eimsbüttel,normal,1954,21,1,G,10.79
20253,Eimsbüttel,normal,1950,36,1,G,7.61
20253,Eimsbüttel,normal,2018,75,3,A,15.76
20253,Eimsbüttel,normal,2000,185,6,C,13.82
20253,Eimsbüttel,normal,1982,64,3,D,7.29
20253,Eimsbüttel,normal,1985,62,3,D,9.2
20253,Eimsbüttel,normal,1914,145,5,G,11.3
20253,Eimsbüttel,normal,1973,154,5,D,6.3
20253,Eimsbüttel,normal,1983,27,1,D,10.25
20255,Lokstedt,gut,1992,108,4,D,10.59
20255,Lokstedt,gut,2007,79,3,C,11.21
20255,Lokstedt,gut,2008,25,1,C,13.35
20255,Lokstedt,gut,2019,64,3,A,13.09
20255,Lokstedt,gut,2014,60,3,B,14.63
20255,Lokstedt,gut,2002,153,5,C,12.94
20255,Lokstedt,gut,1963,24,1,F,11.54
20255,Lokstedt,gut,1924,193,6,G,12.93
20255,Lokstedt,gut,1979,81,3,D,9.26
20255,Lokstedt,gut,1927,75,3,G,11.49
20255,Lokstedt,gut,1940,213,6,G,10.68
20255,Lokstedt,gut,1999,146,5,C,12.98
20255,Lokstedt,gut,1923,202,6,G,11.96
20255,Lokstedt,gut,2010,16,1,B,10.23
20255,Lokstedt,gut,1958,53,2,F,8.14
20255,Lokstedt,gut,1914,203,6,G,12.65
20255,Lokstedt,gut,1956,156,5,F,12.6
20255,Lokstedt,gut,1916,82,3,G,11.69
20255,Lokstedt,gut,1999,190,6,C,11.76
20255,Lokstedt,gut,1940,123,4,G,11.77
20255,Lokstedt,gut,1914,117,4,G,9.48
20255,Lokstedt,gut,2022,72,3,A,16.62
20255,Lokstedt,gut,1946,65,3,G,10.09
20255,Lokstedt,gut,1921,100,4,G,10.8
20255,Lokstedt,gut,1922,143,5,G,11.03
20255,Lokstedt,gut,1987,188,6,D,9.11
20255,Lokstedt,gut,2023,173,6,A,19.94
20255,Lokstedt,gut,2020,191,6,A,21.23
20255,Lokstedt,gut,2010,157,5,B,13.51
20255,Lokstedt,gut,2020,83,3,A,15.18
20255,Lokstedt,gut,1937,42,2,G,11.83
20255,Lokstedt,gut,1934,53,2,G,12.09
20255,Lokstedt,gut,1924,212,6,G,11.47
20255,Lokstedt,gut,1947,185,6,G,12.81
20255,Lokstedt,gut,1950,179,6,G,13.41
20255,Lokstedt,gut,1972,208,6,E,10.65
20255,Lokstedt,gut,1917,46,2,G,13.86
20255,Lokstedt,gut,1984,67,3,D,12.67
20255,Lokstedt,gut,2019,162,6,A,18.0
20255,Lokstedt,gut,1927,208,6,G,11.21
20255,Lokstedt,gut,2012,20,1,B,12.1
20255,Lokstedt,gut,1933,36,1,G,12.11
20255,Lokstedt,gut,2009,88,4,C,13.39
20255,Lokstedt,gut,1993,47,2,C,11.26
20255,Lokstedt,gut,1984,102,4,D,13.96
20255,Lokstedt,gut,1990,66,3,D,12.41
20255,Lokstedt,gut,1978,103,4,D,14.08
20255,Lokstedt,gut,1933,94,4,G,9.91
20255,Lokstedt,gut,2020,137,5,A,16.94
20255,Lokstedt,gut,1911,81,3,G,10.0
20255,Lokstedt,gut,1996,183,6,C,11.69
20255,Lokstedt,gut,2014,133,5,B,16.68
20255,Lokstedt,gut,1920,41,2,G,10.82
20255,Lokstedt,gut,1984,56,2,D,12.81
20255,Lokstedt,gut,1993,102,4,C,10.3
20255,Lokstedt,gut,1985,19,1,D,11.77
20255,Lokstedt,gut,2012,183,6,B,17.04
20255,Lokstedt,gut,1955,64,3,G,9.15
20257,Altona-Nord,gut,1942,101,4,G,13.44
20257,Altona-Nord,gut,2018,28,1,A,19.1
20257,Altona-Nord,gut,1956,65,3,F,12.11
20257,Altona-Nord,gut,1916,95,4,G,12.38
20257,Altona-Nord,gut,1999,15,1,C,12.95
20257,Altona-Nord,gut,2007,116,4,C,15.59
20257,Altona-Nord,gut,2019,143,5,A,19.08
20257,Altona-Nord,gut,2018,112,4,A,13.21
20257,Altona-Nord,gut,1990,150,5,D,11.3
20257,Altona-Nord,gut,1913,177,6,G,13.16
20257,Altona-Nord,gut,1960,173,6,F,12.69
20257,Altona-Nord,gut,1914,79,3,G,13.85
20257,Altona-Nord,gut,2008,109,4,C,12.51
20257,Altona-Nord,gut,1925,129,5,G,12.99
20257,Altona-Nord,gut,1925,28,1,G,11.27
20257,Altona-Nord,gut,1937,160,5,G,12.57
20257,Altona-Nord,gut,1938,220,6,G,12.04
20257,Altona-Nord,gut,1983,70,3,D,11.3
20257,Altona-Nord,gut,1917,39,1,G,12.16
20257,Altona-Nord,gut,2014,44,2,B,15.3
20257,Altona-Nord,gut,1958,77,3,F,12.82
20257,Altona-Nord,gut,1930,24,1,G,10.1
20257,Altona-Nord,gut,1976,75,3,D,7.13
20257,Altona-Nord,gut,1928,29,1,G,12.74
20257,Altona-Nord,gut,1988,70,3,D,11.15
20257,Altona-Nord,gut,2019,122,4,A,14.74
20257,Altona-Nord,gut,1943,151,5,G,12.21
20259,Eimsbüttel,normal,1944,115,4,G,8.96
20259,Eimsbüttel,normal,1989,98,4,D,7.94
20259,Eimsbüttel,normal,1949,105,4,G,8.65
20259,Eimsbüttel,normal,1913,146,5,G,8.64
20259,Eimsbüttel,normal,1910,43,2,G,9.49
20259,Eimsbüttel,normal,1976,127,5,D,6.3
20259,Eimsbüttel,normal,1940,70,3,G,8.94
20259,Eimsbüttel,normal,1999,97,4,C,14.52
20259,Eimsbüttel,normal,1936,136,5,G,8.86
20259,Eimsbüttel,normal,1921,144,5,G,9.09
20259,Eimsbüttel,normal,2017,216,6,A,13.11
20259,Eimsbüttel,normal,1927,132,5,G,8.54
20259,Eimsbüttel,normal,2000,51,2,C,10.31
20259,Eimsbüttel,normal,1924,56,2,G,7.62
20259,Eimsbüttel,normal,1934,22,1,G,10.17
20259,Eimsbüttel,normal,1942,154,5,G,9.14
20259,Eimsbüttel,normal,1970,171,6,E,6.72
20259,Eimsbüttel,normal,1978,51,2,D,6.93
20259,Eimsbüttel,normal,1964,64,3,F,8.06
20259,Eimsbüttel,normal,1958,167,6,F,9.97
20259,Eimsbüttel,normal,1969,190,6,E,6.13
20259,Eimsbüttel,normal,1994,216,6,C,10.79
20259,Eimsbüttel,normal,1989,58,2,D,10.98
20259,Eimsbüttel,normal,2022,205,6,A,11.56
20259,Eimsbüttel,normal,1973,210,6,D,5.89
20259,Eimsbüttel,normal,1941,180,6,G,8.09
20259,Eimsbüttel,normal,2021,218,6,A,12.32
20259,Eimsbüttel,normal,2007,57,2,C,8.55
20259,Eimsbüttel,normal,1987,81,3,D,8.18
20259,Eimsbüttel,normal,1964,83,3,F,6.02
20259,Eimsbüttel,normal,1965,144,5,F,7.94
20259,Eimsbüttel,normal,2010,112,4,B,13.09
20259,Eimsbüttel,normal,1975,104,4,D,5.82
20259,Eimsbüttel,normal,1974,211,6,D,6.07
20259,Eimsbüttel,normal,1966,203,6,E,10.08
20259,Eimsbüttel,normal,1957,216,6,F,9.42
20259,Eimsbüttel,normal,2000,63,3,C,8.35
20259,Eimsbüttel,normal,1974,142,5,D,6.1
20259,Eimsbüttel,normal,1945,77,3,G,8.55
20259,Eimsbüttel,normal,1943,195,6,G,9.01
20259,Eimsbüttel,normal,1915,84,3,G,11.9
20259,Eimsbüttel,normal,1997,94,4,C,12.67
20259,Eimsbüttel,normal,1955,90,4,G,7.11
20259,Eimsbüttel,normal,1950,52,2,G,8.7
20259,Eimsbüttel,normal,1949,169,6,G,8.91
20259,Eimsbüttel,normal,1943,106,4,G,8.0
20259,Eimsbüttel,normal,1931,193,6,G,6.96
20259,Eimsbüttel,normal,1964,83,3,F,6.36
20259,Eimsbüttel,normal,1910,215,6,G,9.51
20259,Eimsbüttel,normal,1949,56,2,G,9.24
20259,Eimsbüttel,normal,1931,30,1,G,9.11
20259,Eimsbüttel,normal,2001,19,1,C,13.31
20259,Eimsbüttel,normal,1944,31,1,G,8.39
20259,Eimsbüttel,normal,1940,52,2,G,8.99
20259,Eimsbüttel,normal,1967,119,4,E,9.22
20259,Eimsbüttel,normal,1913,17,1,G,13.11
20259,Eimsbüttel,normal,1970,83,3,E,5.67
20259,Eimsbüttel,normal,2023,198,6,A,14.04
20259,Eimsbüttel,normal,2022,181,6,A,15.09
20259,Eimsbüttel,normal,1970,56,2,E,9.18
20259,Eimsbüttel,normal,1919,185,6,G,8.04
20259,Eimsbüttel,normal,1957,157,5,F,9.18
20259,Eimsbüttel,normal,1936,23,1,G,8.9
20259,Eimsbüttel,normal,1923,192,6,G,8.22
20259,Eimsbüttel,normal,1948,85,3,G,9.89
20259,Eimsbüttel,normal,1994,36,1,C,10.75
20259,Eimsbüttel,normal,1932,127,5,G,8.06
20259,Eimsbüttel,normal,1955,41,2,G,9.7
20259,Eimsbüttel,normal,2001,60,3,C,8.86
20259,Eimsbüttel,normal,1970,185,6,E,6.15
20259,Eimsbüttel,normal,1993,99,4,C,7.38
20259,Eimsbüttel,normal,2011,168,6,B,12.39
20259,Eimsbüttel,normal,2000,85,3,C,11.51
20259,Eimsbüttel,normal,1963,78,3,F,6.64
20259,Eimsbüttel,normal,1929,140,5,G,7.46
20259,Eimsbüttel,normal,1994,190,6,C,11.94
20259,Eimsbüttel,normal,1911,205,6,G,10.45
20259,Eimsbüttel,normal,1971,41,2,E,8.26
20259,Eimsbüttel,normal,1955,41,2,G,11.3
20259,Eimsbüttel,normal,1918,212,6,G,10.62
20259,Eimsbüttel,normal,1972,76,3,E,5.85
20259,Eimsbüttel,normal,1976,109,4,D,6.31
20259,Eimsbüttel,normal,1968,78,3,E,5.84
20259,Eimsbüttel,normal,1979,148,5,D,7.25
20259,Eimsbüttel,normal,1928,101,4,G,7.11
20259,Eimsbüttel,normal,1980,208,6,D,7.47
20259,Eimsbüttel,normal,1917,190,6,G,9.51
20259,Eimsbüttel,normal,1956,212,6,F,7.75
20259,Eimsbüttel,normal,1928,158,5,G,7.98
20259,Eimsbüttel,normal,1929,94,4,G,8.87
20259,Eimsbüttel,normal,1988,163,6,D,7.18
20259,Eimsbüttel,normal,1953,61,3,G,7.7
20259,Eimsbüttel,normal,1987,127,5,D,8.77
20259,Eimsbüttel,normal,1912,66,3,G,9.11
20259,Eimsbüttel,normal,1949,210,6,G,9.49
20259,Eimsbüttel,normal,2010,85,3,B,10.06
20259,Eimsbüttel,normal,1912,113,4,G,9.86
20259,Eimsbüttel,normal,1938,154,5,G,7.73
20259,Eimsbüttel,normal,1924,128,5,G,8.4
20259,Eimsbüttel,normal,1989,157,5,D,7.03
20259,Eimsbüttel,normal,2016,37,1,A,15.52
20259,Eimsbüttel,normal,1921,46,2,G,8.62
20259,Eimsbüttel,normal,1939,107,4,G,9.26
20259,Eimsbüttel,normal,1932,54,2,G,7.83
20259,Eimsbüttel,normal,1914,124,4,G,10.14
20259,Eimsbüttel,normal,1924,104,4,G,8.32
20259,Eimsbüttel,normal,1914,186,6,G,9.78
20259,Eimsbüttel,normal,1946,184,6,G,8.11
20259,Eimsbüttel,normal,1930,125,5,G,8.35
20259,Eimsbüttel,normal,1977,221,6,D,5.95
20259,Eimsbüttel,normal,1925,101,4,G,9.43
20259,Eimsbüttel,normal,2020,77,3,A,13.15
20259,Eimsbüttel,normal,1962,114,4,F,7.97
20259,Eimsbüttel,normal,1919,150,5,G,8.34
20259,Eimsbüttel,normal,1928,163,6,G,8.66
20259,Eimsbüttel,normal,1992,183,6,D,8.24
20259,Eimsbüttel,normal,1964,213,6,F,7.98
20259,Eimsbüttel,normal,1974,153,5,D,6.62
20259,Eimsbüttel,normal,1931,71,3,G,7.75
20259,Eimsbüttel,normal,2015,45,2,B,10.68
20259,Eimsbüttel,normal,1999,18,1,C,13.8
20259,Eimsbüttel,normal,1932,44,2,G,8.92
20259,Eimsbüttel,normal,1951,209,6,G,9.01
20259,Eimsbüttel,normal,1975,188,6,D,6.32
20259,Eimsbüttel,normal,1929,156,5,G,9.35
20259,Eimsbüttel,normal,1967,93,4,E,7.57
20259,Eimsbüttel,normal,1915,182,6,G,9.11
20259,Eimsbüttel,normal,1983,57,2,D,11.07
20259,Eimsbüttel,normal,1918,62,3,G,8.79
20259,Eimsbüttel,normal,1984,199,6,D,9.07
20259,Eimsbüttel,normal,1950,195,6,G,8.43
20259,Eimsbüttel,normal,1974,37,1,D,8.34
20259,Eimsbüttel,normal,2004,194,6,C,9.85
20259,Eimsbüttel,normal,1949,57,2,G,7.64
20259,Eimsbüttel,normal,1991,55,2,D,7.98
20259,Eimsbüttel,normal,1994,148,5,C,9.83
20259,Eimsbüttel,normal,1954,72,3,G,7.77
20259,Eimsbüttel,normal,1964,82,3,F,6.07
20259,Eimsbüttel,normal,1980,97,4,D,6.68
20259,Eimsbüttel,normal,1914,206,6,G,8.88
20259,Eimsbüttel,normal,1928,105,4,G,8.33
20259,Eimsbüttel,normal,1943,106,4,G,8.22
20259,Eimsbüttel,normal,1979,185,6,D,9.61
20259,Eimsbüttel,normal,2004,45,2,C,9.82
20259,Eimsbüttel,normal,2006,34,1,C,12.44
20259,Eimsbüttel,normal,1948,179,6,G,9.48
20259,Eimsbüttel,normal,1929,137,5,G,8.35
20259,Eimsbüttel,normal,1979,137,5,D,10.03
20259,Eimsbüttel,normal,2002,186,6,C,9.26
20259,Eimsbüttel,normal,1928,185,6,G,8.2
20259,Eimsbüttel,normal,1984,99,4,D,6.93
20259,Eimsbüttel,normal,1968,102,4,E,5.75
20259,Eimsbüttel,normal,1957,24,1,F,10.9
20259,Eimsbüttel,normal,1911,61,3,G,8.52
20259,Eimsbüttel,normal,1960,107,4,F,9.35
20259,Eimsbüttel,normal,1961,132,5,F,7.41
20259,Eimsbüttel,normal,2003,158,5,C,10.06
20259,Eimsbüttel,normal,1981,52,2,D,7.03
20259,Eimsbüttel,normal,1936,73,3,G,8.68
20259,Eimsbüttel,normal,1927,109,4,G,8.5
20259,Eimsbüttel,normal,1994,46,2,C,11.03
20354,Neustadt,gut,1996,56,2,C,10.68
20354,Neustadt,gut,2006,62,3,C,13.23
20354,Neustadt,gut,1912,27,1,G,10.55
20354,Neustadt,gut,1998,151,5,C,14.7
20354,Neustadt,gut,1920,46,2,G,9.58
20354,Neustadt,gut,2021,64,3,A,18.22
20354,Neustadt,gut,1936,207,6,G,11.86
20354,Neustadt,gut,1923,199,6,G,10.7
20354,Neustadt,gut,1970,35,1,E,8.54
20354,Neustadt,gut,1994,162,6,C,12.11
20354,Neustadt,gut,2021,21,1,A,18.67
20354,Neustadt,gut,1915,193,6,G,10.88
20354,Neustadt,gut,1992,121,4,D,9.54
20354,Neustadt,gut,1918,37,1,G,10.21
20354,Neustadt,gut,1918,70,3,G,13.64
20354,Neustadt,gut,1995,202,6,C,12.56
20354,Neustadt,gut,1946,110,4,G,12.95
20354,Neustadt,gut,1975,126,5,D,12.78
20354,Neustadt,gut,1993,173,6,C,8.24
20354,Neustadt,gut,1968,19,1,E,11.62
20354,Neustadt,gut,1977,109,4,D,13.54
20354,Neustadt,gut,1945,56,2,G,10.82
20354,Neustadt,gut,2022,59,3,A,18.01
20354,Neustadt,gut,1991,93,4,D,12.38
20354,Neustadt,gut,2021,18,1,A,19.15
20354,Neustadt,gut,1999,175,6,C,13.55
20354,Neustadt,gut,1924,184,6,G,12.39
